# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			10013045	10013045	10013045			
N_multimapping			13963534	13963534	13963534			
N_noFeature			61849530	96125934	64057728			
N_ambiguous			4526299	42484	3203336			
ENSG00000000003.15	TSPAN6	protein_coding	7478	8	7470	145.9528	56.8227	58.8557
ENSG00000000005.6	TNMD	protein_coding	264	65	199	15.8350	6.1649	6.3855
ENSG00000000419.13	DPM1	protein_coding	2256	46	2210	165.4748	64.4230	66.7280
ENSG00000000457.14	SCYL3	protein_coding	659	262	757	8.4763	3.3000	3.4181
ENSG00000000460.17	C1orf112	protein_coding	486	290	567	7.2071	2.8059	2.9063
ENSG00000000938.13	FGR	protein_coding	262	1	261	6.8585	2.6702	2.7657
ENSG00000000971.16	CFH	protein_coding	1168	9	1159	12.9581	5.0449	5.2254
ENSG00000001036.14	FUCA2	protein_coding	1517	23	2184	47.5914	18.5284	19.1913
ENSG00000001084.13	GCLC	protein_coding	2941	9	3227	30.2126	11.7625	12.1833
ENSG00000001167.14	NFYA	protein_coding	1893	5	2069	43.9756	17.1207	17.7332
ENSG00000001460.18	STPG1	protein_coding	198	54	159	2.0596	0.8019	0.8305
ENSG00000001461.17	NIPAL3	protein_coding	1357	12	1360	12.7861	4.9779	5.1560
ENSG00000001497.18	LAS1L	protein_coding	2139	187	1974	15.0832	5.8722	6.0823
ENSG00000001561.7	ENPP4	protein_coding	1859	13	1846	35.4395	13.7974	14.2910
ENSG00000001617.12	SEMA3F	protein_coding	354	3	353	6.4941	2.5283	2.6187
ENSG00000001626.16	CFTR	protein_coding	27394	215	27246	243.9392	94.9710	98.3689
ENSG00000001629.10	ANKIB1	protein_coding	4182	7	4181	50.1070	19.5078	20.2057
ENSG00000001630.17	CYP51A1	protein_coding	97	0	101	2.4334	0.9474	0.9813
ENSG00000001631.16	KRIT1	protein_coding	435	7	434	6.2075	2.4167	2.5032
ENSG00000002016.18	RAD52	protein_coding	11747	229	11522	230.9537	89.9155	93.1325
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	45	33	19	0.6317	0.2459	0.2547
ENSG00000002330.14	BAD	protein_coding	119	15	257	6.1682	2.4014	2.4873
ENSG00000002549.12	LAP3	protein_coding	1455	6	1456	34.0328	13.2497	13.7238
ENSG00000002586.20	CD99	protein_coding	3176	11	3165	57.8793	22.5337	23.3399
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	306	105	201	3.6437	1.4186	1.4693
ENSG00000002726.21	AOC1	protein_coding	1762	30	1732	41.2027	16.0411	16.6150
ENSG00000002745.13	WNT16	protein_coding	35	30	5	0.9493	0.3696	0.3828
ENSG00000002746.15	HECW1	protein_coding	103	16	90	0.6544	0.2548	0.2639
ENSG00000002822.15	MAD1L1	protein_coding	178	0	178	2.1796	0.8486	0.8789
ENSG00000002834.18	LASP1	protein_coding	5231	9	7070	65.5871	25.5345	26.4481
ENSG00000002919.15	SNX11	protein_coding	448	8	440	9.5965	3.7361	3.8698
ENSG00000002933.9	TMEM176A	protein_coding	1415	14	1407	36.0290	14.0269	14.5287
ENSG00000003056.8	M6PR	protein_coding	1884	90	2630	46.5256	18.1134	18.7615
ENSG00000003096.14	KLHL13	protein_coding	93	5	88	1.1791	0.4590	0.4755
ENSG00000003137.8	CYP26B1	protein_coding	39	2	37	0.6885	0.2680	0.2776
ENSG00000003147.19	ICA1	protein_coding	1723	30	1811	31.2391	12.1621	12.5972
ENSG00000003249.15	DBNDD1	protein_coding	159	27	133	3.1548	1.2282	1.2722
ENSG00000003393.15	ALS2	protein_coding	1211	17	1194	10.2713	3.9989	4.1419
ENSG00000003400.15	CASP10	protein_coding	1173	11	1162	13.6985	5.3331	5.5239
ENSG00000003402.20	CFLAR	protein_coding	8107	34	9095	31.9288	12.4306	12.8754
ENSG00000003436.16	TFPI	protein_coding	970	16	998	7.3311	2.8541	2.9563
ENSG00000003509.16	NDUFAF7	protein_coding	617	251	658	14.9614	5.8248	6.0332
ENSG00000003756.17	RBM5	protein_coding	4226	16	5381	36.1240	14.0639	14.5671
ENSG00000003987.14	MTMR7	protein_coding	398	914	66	5.0860	1.9801	2.0509
ENSG00000003989.18	SLC7A2	protein_coding	432	11	421	4.8382	1.8836	1.9510
ENSG00000004059.11	ARF5	protein_coding	716	4	787	34.7336	13.5226	14.0064
ENSG00000004139.14	SARM1	protein_coding	449	391	1353	3.5795	1.3936	1.4435
ENSG00000004142.12	POLDIP2	protein_coding	2804	384	2914	92.9751	36.1973	37.4924
ENSG00000004399.13	PLXND1	protein_coding	1455	7	1450	13.4785	5.2475	5.4352
ENSG00000004455.17	AK2	protein_coding	3012	11	3028	27.7047	10.7861	11.1720
ENSG00000004468.13	CD38	protein_coding	390	6	384	5.0354	1.9604	2.0305
ENSG00000004478.8	FKBP4	protein_coding	1737	74	2398	29.7850	11.5960	12.0109
ENSG00000004487.17	KDM1A	protein_coding	2175	196	1979	35.3965	13.7807	14.2737
ENSG00000004534.15	RBM6	protein_coding	4265	16	4249	51.7316	20.1403	20.8608
ENSG00000004660.15	CAMKK1	protein_coding	457	11	446	5.4432	2.1191	2.1950
ENSG00000004700.16	RECQL	protein_coding	753	665	1341	17.6408	6.8680	7.1137
ENSG00000004766.17	VPS50	protein_coding	1969	9	1960	18.2362	7.0997	7.3538
ENSG00000004776.13	HSPB6	protein_coding	18	2	69	0.9243	0.3599	0.3727
ENSG00000004777.18	ARHGAP33	protein_coding	255	7	260	4.2919	1.6710	1.7307
ENSG00000004779.10	NDUFAB1	protein_coding	1076	7	1069	61.5377	23.9580	24.8152
ENSG00000004799.8	PDK4	protein_coding	2797	10	2787	54.4947	21.2160	21.9751
ENSG00000004809.14	SLC22A16	protein_coding	12	4	8	0.2719	0.1059	0.1097
ENSG00000004838.14	ZMYND10	protein_coding	20	16	5	0.6129	0.2386	0.2471
ENSG00000004846.16	ABCB5	protein_coding	41	10	31	0.3921	0.1527	0.1581
ENSG00000004848.8	ARX	protein_coding	5	2	3	0.1422	0.0553	0.0573
ENSG00000004864.14	SLC25A13	protein_coding	1582	11	1571	37.7514	14.6975	15.2233
ENSG00000004866.22	ST7	protein_coding	728	16	847	9.8761	3.8450	3.9825
ENSG00000004897.12	CDC27	protein_coding	3339	8	3481	43.3189	16.8650	17.4684
ENSG00000004939.15	SLC4A1	protein_coding	13	8	5	0.2246	0.0874	0.0906
ENSG00000004948.16	CALCR	protein_coding	24	8	16	0.5033	0.1959	0.2029
ENSG00000004961.15	HCCS	protein_coding	1296	11	1289	48.9703	19.0652	19.7474
ENSG00000004975.12	DVL2	protein_coding	555	9	549	9.2342	3.5951	3.7237
ENSG00000005001.10	PRSS22	protein_coding	105	4	103	3.8993	1.5181	1.5724
ENSG00000005007.13	UPF1	protein_coding	3138	8	3131	32.4056	12.6162	13.0676
ENSG00000005020.13	SKAP2	protein_coding	998	10	988	16.4810	6.4164	6.6460
ENSG00000005022.6	SLC25A5	protein_coding	10696	1	11332	608.9631	237.0830	245.5654
ENSG00000005059.16	MCUB	protein_coding	713	140	599	17.7562	6.9129	7.1602
ENSG00000005073.6	HOXA11	protein_coding	49	16	55	1.6254	0.6328	0.6554
ENSG00000005075.15	POLR2J	protein_coding	365	10	368	23.8481	9.2846	9.6168
ENSG00000005100.13	DHX33	protein_coding	1105	7	1098	16.8989	6.5791	6.8145
ENSG00000005102.14	MEOX1	protein_coding	49	2	47	1.6223	0.6316	0.6542
ENSG00000005108.16	THSD7A	protein_coding	372	80	305	3.0156	1.1741	1.2161
ENSG00000005156.12	LIG3	protein_coding	2983	1351	4374	20.4706	7.9697	8.2548
ENSG00000005175.10	RPAP3	protein_coding	1213	13	1200	20.0728	7.8148	8.0944
ENSG00000005187.12	ACSM3	protein_coding	362	326	439	4.2675	1.6614	1.7209
ENSG00000005189.20	REXO5	protein_coding	181	20	170	3.8979	1.5175	1.5718
ENSG00000005194.15	CIAPIN1	protein_coding	855	4	851	22.3751	8.7111	9.0228
ENSG00000005206.17	SPPL2B	protein_coding	1608	8	1600	19.1885	7.4705	7.7378
ENSG00000005238.20	FAM214B	protein_coding	737	9	728	10.2350	3.9847	4.1273
ENSG00000005243.10	COPZ2	protein_coding	121	4	117	5.7408	2.2350	2.3150
ENSG00000005249.13	PRKAR2B	protein_coding	444	9	435	9.2229	3.5907	3.7192
ENSG00000005302.19	MSL3	protein_coding	1961	21	1940	17.7516	6.9111	7.1584
ENSG00000005339.15	CREBBP	protein_coding	5683	29	5654	32.5038	12.6545	13.1072
ENSG00000005379.17	TSPOAP1	protein_coding	464	21	450	3.6069	1.4042	1.4545
ENSG00000005381.8	MPO	protein_coding	20	4	16	0.5020	0.1954	0.2024
ENSG00000005421.9	PON1	protein_coding	20	19	1	0.6664	0.2594	0.2687
ENSG00000005436.14	GCFC2	protein_coding	839	404	695	13.5991	5.2944	5.4839
ENSG00000005448.17	WDR54	protein_coding	159	110	55	4.9357	1.9216	1.9903
ENSG00000005469.12	CROT	protein_coding	605	13	592	10.7231	4.1747	4.3241
ENSG00000005471.19	ABCB4	protein_coding	116	45	71	1.3289	0.5174	0.5359
ENSG00000005483.21	KMT2E	protein_coding	8906	613	9036	79.2507	30.8541	31.9580
ENSG00000005486.17	RHBDD2	protein_coding	667	3	664	24.7074	9.6192	9.9633
ENSG00000005513.10	SOX8	protein_coding	19	0	19	0.3763	0.1465	0.1517
ENSG00000005700.15	IBTK	protein_coding	4253	9	4244	43.1846	16.8127	17.4143
ENSG00000005801.18	ZNF195	protein_coding	3566	13	3553	26.9580	10.4953	10.8709
ENSG00000005810.18	MYCBP2	protein_coding	8283	63	9557	45.8691	17.8579	18.4968
ENSG00000005812.11	FBXL3	protein_coding	2800	974	3313	35.0324	13.6389	14.1269
ENSG00000005844.19	ITGAL	protein_coding	230	18	248	2.0643	0.8037	0.8324
ENSG00000005882.12	PDK2	protein_coding	339	20	646	5.4857	2.1357	2.2121
ENSG00000005884.18	ITGA3	protein_coding	2120	12	2108	19.1479	7.4547	7.7214
ENSG00000005889.16	ZFX	protein_coding	4614	23	4596	45.2015	17.5980	18.2276
ENSG00000005893.16	LAMP2	protein_coding	9591	19	9573	90.2924	35.1529	36.4106
ENSG00000005961.19	ITGA2B	protein_coding	12	3	9	0.1865	0.0726	0.0752
ENSG00000005981.13	ASB4	protein_coding	44	5	39	0.8457	0.3293	0.3410
ENSG00000006007.12	GDE1	protein_coding	2592	713	2745	52.2722	20.3507	21.0788
ENSG00000006015.18	REX1BD	protein_coding	292	6	286	7.6687	2.9856	3.0924
ENSG00000006016.11	CRLF1	protein_coding	46	112	25	1.3726	0.5344	0.5535
ENSG00000006025.12	OSBPL7	protein_coding	499	5	494	6.7221	2.6171	2.7107
ENSG00000006042.12	TMEM98	protein_coding	2219	5	2214	37.8740	14.7452	15.2728
ENSG00000006047.13	YBX2	protein_coding	437	16	424	8.3542	3.2525	3.3689
ENSG00000006059.4	KRT33A	protein_coding	3	2	1	0.2038	0.0794	0.0822
ENSG00000006062.17	MAP3K14	protein_coding	380	32	462	5.9355	2.3108	2.3935
ENSG00000006071.15	ABCC8	protein_coding	29	7	22	0.2040	0.0794	0.0822
ENSG00000006116.4	CACNG3	protein_coding	3	2	1	0.1385	0.0539	0.0559
ENSG00000006118.15	TMEM132A	protein_coding	421	39	460	5.1240	1.9949	2.0663
ENSG00000006125.18	AP2B1	protein_coding	12301	41	12288	143.4635	55.8536	57.8519
ENSG00000006128.12	TAC1	protein_coding	14	4	10	0.7240	0.2819	0.2919
ENSG00000006194.10	ZNF263	protein_coding	1647	120	1728	22.7725	8.8658	9.1830
ENSG00000006210.7	CX3CL1	protein_coding	157	2	155	2.3321	0.9080	0.9404
ENSG00000006282.21	SPATA20	protein_coding	702	3	699	11.6450	4.5337	4.6959
ENSG00000006283.18	CACNA1G	protein_coding	23	8	17	0.2024	0.0788	0.0816
ENSG00000006327.14	TNFRSF12A	protein_coding	505	1	505	24.8243	9.6647	10.0105
ENSG00000006377.11	DLX6	protein_coding	68	14	58	1.7475	0.6803	0.7047
ENSG00000006432.15	MAP3K9	protein_coding	1015	14	1002	7.2550	2.8245	2.9256
ENSG00000006451.8	RALA	protein_coding	2787	4	2790	68.9406	26.8401	27.8004
ENSG00000006453.14	BAIAP2L1	protein_coding	3026	170	3659	55.5689	21.6342	22.4083
ENSG00000006459.11	KDM7A	protein_coding	16741	16	16725	158.0415	61.5291	63.7305
ENSG00000006468.14	ETV1	protein_coding	358	5	353	3.2964	1.2833	1.3293
ENSG00000006530.18	AGK	protein_coding	1895	455	1590	15.6837	6.1060	6.3245
ENSG00000006534.16	ALDH3B1	protein_coding	321	28	293	4.2890	1.6698	1.7295
ENSG00000006555.11	TTC22	protein_coding	656	4	653	9.5037	3.7000	3.8324
ENSG00000006576.16	PHTF2	protein_coding	1329	15	1315	13.6085	5.2981	5.4876
ENSG00000006606.9	CCL26	protein_coding	5	2	3	0.6297	0.2451	0.2539
ENSG00000006607.14	FARP2	protein_coding	4865	137	5002	29.9706	11.6682	12.0857
ENSG00000006611.17	USH1C	protein_coding	3088	2	3086	55.7477	21.7038	22.4803
ENSG00000006625.18	GGCT	protein_coding	823	2	821	45.7100	17.7959	18.4326
ENSG00000006634.8	DBF4	protein_coding	1383	71	1317	26.6463	10.3740	10.7452
ENSG00000006638.13	TBXA2R	protein_coding	30	5	25	0.9395	0.3658	0.3789
ENSG00000006652.15	IFRD1	protein_coding	2092	12	2080	23.4382	9.1250	9.4515
ENSG00000006659.13	LGALS14	protein_coding	2	0	2	0.1959	0.0763	0.0790
ENSG00000006695.12	COX10	protein_coding	889	3	886	11.6496	4.5355	4.6977
ENSG00000006704.11	GTF2IRD1	protein_coding	2978	7	2971	40.5675	15.7938	16.3589
ENSG00000006712.15	PAF1	protein_coding	550	151	495	17.0851	6.6516	6.8896
ENSG00000006715.16	VPS41	protein_coding	3397	13	3384	38.7955	15.1040	15.6444
ENSG00000006740.17	ARHGAP44	protein_coding	927	43	1036	8.8038	3.4275	3.5502
ENSG00000006744.19	ELAC2	protein_coding	1196	58	1191	15.1220	5.8873	6.0980
ENSG00000006747.15	SCIN	protein_coding	341	10	332	2.5967	1.0110	1.0471
ENSG00000006756.16	ARSD	protein_coding	4406	385	5490	55.5183	21.6145	22.3879
ENSG00000006757.12	PNPLA4	protein_coding	493	17	476	12.7957	4.9817	5.1599
ENSG00000006788.14	MYH13	protein_coding	46	31	16	0.6654	0.2591	0.2683
ENSG00000006831.10	ADIPOR2	protein_coding	4445	10	4436	67.4883	26.2747	27.2148
ENSG00000006837.12	CDKL3	protein_coding	37	4	33	1.0402	0.4050	0.4195
ENSG00000007001.13	UPP2	protein_coding	20	17	3	0.5988	0.2331	0.2415
ENSG00000007038.11	PRSS21	protein_coding	7	1	6	0.3151	0.1227	0.1270
ENSG00000007047.15	MARK4	protein_coding	450	1	449	5.9855	2.3303	2.4137
ENSG00000007062.12	PROM1	protein_coding	1941	5	1937	23.0442	8.9716	9.2926
ENSG00000007080.11	CCDC124	protein_coding	248	9	239	13.2185	5.1463	5.3304
ENSG00000007129.18	CEACAM21	protein_coding	52	5	47	2.3286	0.9066	0.9390
ENSG00000007168.14	PAFAH1B1	protein_coding	5288	13	6252	33.9959	13.2353	13.7089
ENSG00000007171.18	NOS2	protein_coding	1631	6	1625	32.8246	12.7794	13.2366
ENSG00000007174.18	DNAH9	protein_coding	196	46	153	1.0243	0.3988	0.4130
ENSG00000007202.15	KIAA0100	protein_coding	8025	32	11137	76.9572	29.9612	31.0331
ENSG00000007216.15	SLC13A2	protein_coding	179	5	174	4.9123	1.9125	1.9809
ENSG00000007237.19	GAS7	protein_coding	1124	4	1120	9.7962	3.8139	3.9503
ENSG00000007255.10	TRAPPC6A	protein_coding	134	4	130	12.7152	4.9503	5.1274
ENSG00000007264.15	MATK	protein_coding	11	3	8	0.2353	0.0916	0.0949
ENSG00000007306.15	CEACAM7	protein_coding	7782	8	7774	259.6892	101.1029	104.7201
ENSG00000007312.13	CD79B	protein_coding	14	2	12	0.6011	0.2340	0.2424
ENSG00000007314.12	SCN4A	protein_coding	12	3	9	0.1289	0.0502	0.0520
ENSG00000007341.19	ST7L	protein_coding	560	328	532	6.1147	2.3806	2.4658
ENSG00000007350.17	TKTL1	protein_coding	9	6	4	0.2260	0.0880	0.0911
ENSG00000007372.24	PAX6	protein_coding	201	183	258	0.8622	0.3357	0.3477
ENSG00000007376.8	RPUSD1	protein_coding	312	0	314	9.9754	3.8837	4.0226
ENSG00000007384.15	RHBDF1	protein_coding	545	10	535	9.8189	3.8227	3.9595
ENSG00000007392.17	LUC7L	protein_coding	1828	7	1821	26.2041	10.2018	10.5668
ENSG00000007402.12	CACNA2D2	protein_coding	98	75	62	1.3331	0.5190	0.5376
ENSG00000007516.14	BAIAP3	protein_coding	53	100	39	0.7681	0.2990	0.3097
ENSG00000007520.4	TSR3	protein_coding	191	5	271	13.9749	5.4407	5.6354
ENSG00000007541.17	PIGQ	protein_coding	337	5	332	3.7978	1.4786	1.5315
ENSG00000007545.16	CRAMP1	protein_coding	710	2	743	7.3124	2.8469	2.9488
ENSG00000007866.22	TEAD3	protein_coding	876	21	855	25.4359	9.9028	10.2571
ENSG00000007908.16	SELE	protein_coding	99	6	93	1.9112	0.7441	0.7707
ENSG00000007923.16	DNAJC11	protein_coding	535	22	839	9.3182	3.6278	3.7576
ENSG00000007933.13	FMO3	protein_coding	51	26	25	1.3129	0.5111	0.5294
ENSG00000007944.15	MYLIP	protein_coding	1402	5	1397	40.4042	15.7303	16.2931
ENSG00000007952.18	NOX1	protein_coding	9683	103	9580	337.1037	131.2420	135.9377
ENSG00000007968.7	E2F2	protein_coding	419	4	415	6.7914	2.6441	2.7387
ENSG00000008018.9	PSMB1	protein_coding	2495	6	2489	99.5436	38.7545	40.1411
ENSG00000008056.14	SYN1	protein_coding	71	85	54	1.6838	0.6556	0.6790
ENSG00000008083.14	JARID2	protein_coding	1499	38	1461	21.2539	8.2746	8.5707
ENSG00000008086.13	CDKL5	protein_coding	1934	30	1915	8.9851	3.4981	3.6233
ENSG00000008118.10	CAMK1G	protein_coding	28	18	10	0.7449	0.2900	0.3004
ENSG00000008128.23	CDK11A	protein_coding	45	1	44	0.7835	0.3050	0.3159
ENSG00000008130.15	NADK	protein_coding	787	12	775	12.5089	4.8700	5.0442
ENSG00000008196.13	TFAP2B	protein_coding	13	6	7	0.1870	0.0728	0.0754
ENSG00000008197.5	TFAP2D	protein_coding	3	0	3	0.1206	0.0469	0.0486
ENSG00000008226.20	DLEC1	protein_coding	90	361	49	0.9556	0.3720	0.3854
ENSG00000008256.16	CYTH3	protein_coding	883	20	863	13.4597	5.2401	5.4276
ENSG00000008277.14	ADAM22	protein_coding	2280	536	1744	16.5467	6.4420	6.6725
ENSG00000008282.9	SYPL1	protein_coding	4178	7	4171	132.9092	51.7446	53.5959
ENSG00000008283.16	CYB561	protein_coding	1433	3	1430	23.9551	9.3263	9.6599
ENSG00000008294.21	SPAG9	protein_coding	6859	20	6839	50.7472	19.7570	20.4639
ENSG00000008300.17	CELSR3	protein_coding	1182	40	1142	7.5556	2.9416	3.0468
ENSG00000008311.15	AASS	protein_coding	814	7	807	10.8141	4.2102	4.3608
ENSG00000008323.15	PLEKHG6	protein_coding	1251	109	1142	25.9985	10.1218	10.4839
ENSG00000008324.12	SS18L2	protein_coding	471	23	461	13.3735	5.2066	5.3929
ENSG00000008382.16	MPND	protein_coding	180	20	296	7.7773	3.0279	3.1362
ENSG00000008394.13	MGST1	protein_coding	1994	15	1979	23.7243	9.2364	9.5669
ENSG00000008405.12	CRY1	protein_coding	478	5	480	8.8495	3.4453	3.5686
ENSG00000008438.5	PGLYRP1	protein_coding	31	30	1	3.8764	1.5092	1.5632
ENSG00000008441.18	NFIX	protein_coding	2003	5	2003	27.5570	10.7286	11.1124
ENSG00000008513.16	ST3GAL1	protein_coding	1150	4	1146	11.5016	4.4778	4.6380
ENSG00000008516.17	MMP25	protein_coding	110	29	125	2.2936	0.8929	0.9249
ENSG00000008517.18	IL32	protein_coding	1669	12	1657	46.0454	17.9265	18.5679
ENSG00000008710.20	PKD1	protein_coding	1565	73	1893	7.4756	2.9104	3.0145
ENSG00000008735.14	MAPK8IP2	protein_coding	30	2	28	0.4585	0.1785	0.1849
ENSG00000008838.20	MED24	protein_coding	2579	11	2569	32.7957	12.7681	13.2249
ENSG00000008853.17	RHOBTB2	protein_coding	330	361	511	4.4192	1.7205	1.7821
ENSG00000008869.12	HEATR5B	protein_coding	2273	11	2262	24.4274	9.5101	9.8504
ENSG00000008952.17	SEC62	protein_coding	4745	20	4732	52.9874	20.6292	21.3673
ENSG00000008988.11	RPS20	protein_coding	15786	12	15774	206.5876	80.4292	83.3068
ENSG00000009307.16	CSDE1	protein_coding	13885	7	13878	212.7494	82.8281	85.7916
ENSG00000009335.18	UBE3C	protein_coding	5660	7	5653	54.3777	21.1705	21.9279
ENSG00000009413.16	REV3L	protein_coding	4760	923	4199	33.9165	13.2044	13.6769
ENSG00000009694.13	TENM1	protein_coding	131	63	70	0.8993	0.3501	0.3627
ENSG00000009709.12	PAX7	protein_coding	8	2	6	0.1094	0.0426	0.0441
ENSG00000009724.17	MASP2	protein_coding	165	228	3	3.4315	1.3359	1.3837
ENSG00000009765.15	IYD	protein_coding	5280	13	5267	45.1118	17.5630	18.1914
ENSG00000009780.16	FAM76A	protein_coding	350	3	347	7.6585	2.9816	3.0883
ENSG00000009790.15	TRAF3IP3	protein_coding	184	111	238	2.1019	0.8183	0.8476
ENSG00000009830.12	POMT2	protein_coding	375	10	365	3.3176	1.2916	1.3378
ENSG00000009844.16	VTA1	protein_coding	1997	7	1990	24.3591	9.4835	9.8228
ENSG00000009950.16	MLXIPL	protein_coding	475	8	467	8.7337	3.4002	3.5219
ENSG00000009954.11	BAZ1B	protein_coding	6577	12	6566	82.4751	32.1094	33.2582
ENSG00000010017.13	RANBP9	protein_coding	1878	158	2173	45.9544	17.8911	18.5312
ENSG00000010030.14	ETV7	protein_coding	275	6	269	10.2554	3.9927	4.1355
ENSG00000010072.16	SPRTN	protein_coding	328	76	306	4.9168	1.9142	1.9827
ENSG00000010165.20	EEF1AKNMT	protein_coding	737	1	736	17.0316	6.6308	6.8680
ENSG00000010219.13	DYRK4	protein_coding	377	5	372	4.7316	1.8421	1.9080
ENSG00000010244.19	ZNF207	protein_coding	16788	31	16759	93.9609	36.5811	37.8899
ENSG00000010256.11	UQCRC1	protein_coding	1541	7	1535	42.5804	16.5775	17.1706
ENSG00000010270.14	STARD3NL	protein_coding	1109	7	1102	22.7063	8.8401	9.1563
ENSG00000010278.15	CD9	protein_coding	7255	20	7235	110.1903	42.8996	44.4344
ENSG00000010282.15	HHATL	protein_coding	7	3	4	0.2146	0.0835	0.0865
ENSG00000010292.13	NCAPD2	protein_coding	2617	41	2672	35.8096	13.9415	14.4403
ENSG00000010295.20	IFFO1	protein_coding	167	2	165	2.9899	1.1640	1.2057
ENSG00000010310.9	GIPR	protein_coding	128	7	121	2.2356	0.8704	0.9015
ENSG00000010318.21	PHF7	protein_coding	158	5	153	4.1582	1.6189	1.6768
ENSG00000010319.7	SEMA3G	protein_coding	144	10	134	2.5260	0.9834	1.0186
ENSG00000010322.16	NISCH	protein_coding	1617	4	1613	15.7974	6.1503	6.3703
ENSG00000010327.10	STAB1	protein_coding	1757	64	1849	14.6912	5.7196	5.9243
ENSG00000010361.14	FUZ	protein_coding	141	72	189	4.2272	1.6458	1.7046
ENSG00000010379.16	SLC6A13	protein_coding	18	5	13	0.3756	0.1462	0.1515
ENSG00000010404.18	IDS	protein_coding	549	15	534	5.2296	2.0360	2.1089
ENSG00000010438.17	PRSS3	protein_coding	1790	9	2138	111.2085	43.2960	44.8450
ENSG00000010539.12	ZNF200	protein_coding	584	7	609	6.8955	2.6846	2.7806
ENSG00000010610.10	CD4	protein_coding	762	15	747	14.8039	5.7635	5.9697
ENSG00000010626.15	LRRC23	protein_coding	73	2	71	2.1176	0.8244	0.8539
ENSG00000010671.16	BTK	protein_coding	137	5	133	2.6511	1.0321	1.0691
ENSG00000010704.18	HFE	protein_coding	244	10	234	3.8065	1.4819	1.5350
ENSG00000010803.16	SCMH1	protein_coding	1616	49	1628	32.1717	12.5252	12.9733
ENSG00000010810.17	FYN	protein_coding	928	10	920	11.0859	4.3160	4.4704
ENSG00000010818.10	HIVEP2	protein_coding	2251	12	2322	18.7035	7.2817	7.5422
ENSG00000010932.17	FMO1	protein_coding	39	32	8	0.9586	0.3732	0.3865
ENSG00000011007.12	ELOA	protein_coding	1179	101	1443	19.3617	7.5380	7.8077
ENSG00000011009.11	LYPLA2	protein_coding	444	36	416	19.4499	7.5723	7.8432
ENSG00000011021.23	CLCN6	protein_coding	595	6	611	6.4452	2.5093	2.5990
ENSG00000011028.14	MRC2	protein_coding	877	10	968	11.7801	4.5862	4.7503
ENSG00000011052.21	NME1-NME2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000011083.9	SLC6A7	protein_coding	143	4	139	2.9600	1.1524	1.1936
ENSG00000011105.14	TSPAN9	protein_coding	422	4	418	5.4106	2.1065	2.1819
ENSG00000011114.15	BTBD7	protein_coding	2630	12	2619	20.5452	7.9987	8.2849
ENSG00000011132.12	APBA3	protein_coding	207	68	237	3.2749	1.2750	1.3206
ENSG00000011143.19	MKS1	protein_coding	501	9	534	3.9304	1.5302	1.5849
ENSG00000011198.10	ABHD5	protein_coding	1387	19	1380	16.2878	6.3412	6.5681
ENSG00000011201.12	ANOS1	protein_coding	214	12	202	2.6752	1.0415	1.0788
ENSG00000011243.18	AKAP8L	protein_coding	631	7	829	10.9989	4.2821	4.4353
ENSG00000011258.16	MBTD1	protein_coding	2904	123	2781	35.7874	13.9328	14.4313
ENSG00000011260.14	UTP18	protein_coding	1049	14	1035	34.3581	13.3764	13.8550
ENSG00000011275.19	RNF216	protein_coding	2399	10	2389	28.0343	10.9144	11.3049
ENSG00000011295.16	TTC19	protein_coding	3071	481	2741	44.9094	17.4842	18.1098
ENSG00000011304.22	PTBP1	protein_coding	5838	5	5834	68.7208	26.7546	27.7118
ENSG00000011332.19	DPF1	protein_coding	14	9	5	0.2582	0.1005	0.1041
ENSG00000011347.10	SYT7	protein_coding	791	16	775	9.2729	3.6101	3.7393
ENSG00000011376.12	LARS2	protein_coding	3373	20	3379	24.0685	9.3704	9.7057
ENSG00000011405.13	PIK3C2A	protein_coding	7092	35	7058	68.2169	26.5584	27.5086
ENSG00000011422.12	PLAUR	protein_coding	1099	9	1090	21.8301	8.4989	8.8030
ENSG00000011426.11	ANLN	protein_coding	2232	13	2354	32.9504	12.8283	13.2873
ENSG00000011451.21	WIZ	protein_coding	1276	9	1267	11.2550	4.3818	4.5386
ENSG00000011454.18	RABGAP1	protein_coding	3033	46	2988	35.0728	13.6546	14.1432
ENSG00000011465.18	DCN	protein_coding	3408	24	3384	23.3148	9.0770	9.4017
ENSG00000011478.13	QPCTL	protein_coding	183	22	164	5.7350	2.2328	2.3126
ENSG00000011485.15	PPP5C	protein_coding	1165	90	1362	14.5493	5.6644	5.8670
ENSG00000011523.14	CEP68	protein_coding	2331	711	1903	23.9323	9.3174	9.6507
ENSG00000011566.15	MAP4K3	protein_coding	2399	10	2389	35.0707	13.6538	14.1423
ENSG00000011590.14	ZBTB32	protein_coding	75	64	11	2.4242	0.9438	0.9776
ENSG00000011600.12	TYROBP	protein_coding	270	3	267	26.3546	10.2604	10.6275
ENSG00000011638.11	TMEM159	protein_coding	754	0	754	26.0958	10.1597	10.5232
